id,exchange,coin_name,price,time_str,time_epoch_milli,volume,volume_percentage,fee_type,coin_pair
1954,Binance,BitCoin,9281.7,2019-11-02 04:33:17,1572669197788,398679365.0,0.0166,Percentage,BTC/USDT
1951,Binance,BitCoin,9285.87,2019-11-02 04:33:01,1572669181886,398895614.0,0.0166,Percentage,BTC/USDT
1948,Binance,BitCoin,9285.87,2019-11-02 04:32:45,1572669165851,398895614.0,0.0166,Percentage,BTC/USDT
1945,Binance,BitCoin,9285.87,2019-11-02 04:32:29,1572669149887,398895614.0,0.0166,Percentage,BTC/USDT
1942,Binance,BitCoin,9285.87,2019-11-02 04:32:14,1572669134039,398895614.0,0.0166,Percentage,BTC/USDT
1939,Binance,BitCoin,9286.24,2019-11-02 04:31:57,1572669117897,399034189.0,0.0166,Percentage,BTC/USDT
1936,Binance,BitCoin,9286.24,2019-11-02 04:31:41,1572669101846,399034189.0,0.0166,Percentage,BTC/USDT
1933,Binance,BitCoin,9286.24,2019-11-02 04:31:25,1572669085933,399034189.0,0.0166,Percentage,BTC/USDT
1930,Binance,BitCoin,9280.45,2019-11-02 04:31:10,1572669070070,398788659.0,0.0166,Percentage,BTC/USDT
1927,Binance,BitCoin,9280.45,2019-11-02 04:30:54,1572669054080,398788659.0,0.0166,Percentage,BTC/USDT
1924,Binance,BitCoin,9280.45,2019-11-02 04:30:38,1572669038230,398788659.0,0.0166,Percentage,BTC/USDT
1921,Binance,BitCoin,9280.45,2019-11-02 04:30:22,1572669022365,398788659.0,0.0166,Percentage,BTC/USDT
1918,Binance,BitCoin,9280.45,2019-11-02 04:30:06,1572669006505,398788659.0,0.0166,Percentage,BTC/USDT
1915,Binance,BitCoin,9279.82,2019-11-02 04:29:50,1572668990688,398925231.0,0.0166,Percentage,BTC/USDT
1912,Binance,BitCoin,9279.82,2019-11-02 04:29:34,1572668974753,398925231.0,0.0166,Percentage,BTC/USDT
1909,Binance,BitCoin,9279.82,2019-11-02 04:29:18,1572668958908,398925231.0,0.0166,Percentage,BTC/USDT
1906,Binance,BitCoin,9279.82,2019-11-02 04:29:02,1572668942667,398925231.0,0.0166,Percentage,BTC/USDT
1903,Binance,BitCoin,9285.87,2019-11-02 04:28:46,1572668926817,399172712.0,0.0166,Percentage,BTC/USDT
1900,Binance,BitCoin,9285.87,2019-11-02 04:28:30,1572668910946,399172712.0,0.0166,Percentage,BTC/USDT
1897,Binance,BitCoin,9285.87,2019-11-02 04:28:15,1572668895101,399172712.0,0.0166,Percentage,BTC/USDT
1894,Binance,BitCoin,9285.87,2019-11-02 04:27:59,1572668879067,399172712.0,0.0166,Percentage,BTC/USDT
1891,Binance,BitCoin,9282.71,2019-11-02 04:27:43,1572668863243,398953324.0,0.0166,Percentage,BTC/USDT
1888,Binance,BitCoin,9282.71,2019-11-02 04:27:27,1572668847386,398953324.0,0.0166,Percentage,BTC/USDT
1885,Binance,BitCoin,9282.71,2019-11-02 04:27:11,1572668831563,398953324.0,0.0166,Percentage,BTC/USDT
1882,Binance,BitCoin,9282.71,2019-11-02 04:26:55,1572668815576,398953324.0,0.0166,Percentage,BTC/USDT
1879,Binance,BitCoin,9283.17,2019-11-02 04:26:39,1572668799716,398963977.0,0.0,Spot,BTC/USDT
1876,Binance,BitCoin,9283.17,2019-11-02 04:26:23,1572668783552,398963977.0,0.0166,Percentage,BTC/USDT
1873,Binance,BitCoin,9283.17,2019-11-02 04:26:07,1572668767135,398963977.0,0.0166,Percentage,BTC/USDT
1870,Binance,BitCoin,9283.17,2019-11-02 04:25:51,1572668751273,398963977.0,0.0166,Percentage,BTC/USDT
1867,Binance,BitCoin,9274.18,2019-11-02 04:25:35,1572668735416,398681635.0,0.0166,Percentage,BTC/USDT
1864,Binance,BitCoin,9274.18,2019-11-02 04:25:19,1572668719537,398681635.0,0.0166,Percentage,BTC/USDT
1861,Binance,BitCoin,9274.18,2019-11-02 04:25:03,1572668703388,398681635.0,0.0166,Percentage,BTC/USDT
1858,Binance,BitCoin,9274.18,2019-11-02 04:24:47,1572668687543,398681635.0,0.0166,Percentage,BTC/USDT
1855,Binance,BitCoin,9288.96,2019-11-02 04:24:30,1572668670794,398107255.0,0.0166,Percentage,BTC/USDT
1852,Binance,BitCoin,9288.96,2019-11-02 04:24:14,1572668654917,398107255.0,0.0166,Percentage,BTC/USDT
1849,Binance,BitCoin,9288.96,2019-11-02 04:23:58,1572668638993,398107255.0,0.0166,Percentage,BTC/USDT
1846,Binance,BitCoin,9285.71,2019-11-02 04:23:42,1572668622570,397968044.0,0.0166,Percentage,BTC/USDT
1843,Binance,BitCoin,9285.71,2019-11-02 04:23:26,1572668606678,397968044.0,0.0166,Percentage,BTC/USDT
1840,Binance,BitCoin,9285.71,2019-11-02 04:23:10,1572668590801,397968044.0,0.0166,Percentage,BTC/USDT
1837,Binance,BitCoin,9285.71,2019-11-02 04:22:54,1572668574944,397968044.0,0.0166,Percentage,BTC/USDT
1834,Binance,BitCoin,9282.96,2019-11-02 04:22:39,1572668559031,397848195.0,0.0166,Percentage,BTC/USDT
1831,Binance,BitCoin,9282.96,2019-11-02 04:22:23,1572668543209,397848195.0,0.0166,Percentage,BTC/USDT
1828,Binance,BitCoin,9282.96,2019-11-02 04:22:07,1572668527358,397848195.0,0.0166,Percentage,BTC/USDT
1825,Binance,BitCoin,9282.96,2019-11-02 04:21:51,1572668511478,397848195.0,0.0166,Percentage,BTC/USDT
1823,Binance,BitCoin,9281.65,2019-11-02 04:21:35,1572668495607,397726961.0,0.0166,Percentage,BTC/USDT
1820,Binance,BitCoin,9281.65,2019-11-02 04:21:19,1572668479794,397726961.0,0.0166,Percentage,BTC/USDT
1817,Binance,BitCoin,9281.65,2019-11-02 04:21:03,1572668463941,397726961.0,0.0,Spot,BTC/USDT
1814,Binance,BitCoin,9281.65,2019-11-02 04:20:48,1572668448083,397726961.0,0.0166,Percentage,BTC/USDT
1811,Binance,BitCoin,9286.81,2019-11-02 04:20:32,1572668432187,398036930.0,0.0166,Percentage,BTC/USDT
1808,Binance,BitCoin,9286.81,2019-11-02 04:20:16,1572668416336,398036930.0,0.0166,Percentage,BTC/USDT
1805,Binance,BitCoin,9286.81,2019-11-02 04:20:00,1572668400460,398036930.0,0.0166,Percentage,BTC/USDT
1802,Binance,BitCoin,9286.81,2019-11-02 04:19:44,1572668384360,398036930.0,0.0166,Percentage,BTC/USDT
1799,Binance,BitCoin,9287.16,2019-11-02 04:19:28,1572668368318,398392050.0,0.0166,Percentage,BTC/USDT
1796,Binance,BitCoin,9287.16,2019-11-02 04:19:12,1572668352429,398392050.0,0.0166,Percentage,BTC/USDT
1793,Binance,BitCoin,9287.16,2019-11-02 04:18:56,1572668336501,398392050.0,0.0,Spot,BTC/USDT
1788,Binance,BitCoin,9284.42,2019-11-02 04:18:24,1572668304846,398432072.0,0.0166,Percentage,BTC/USDT
1785,Binance,BitCoin,9284.42,2019-11-02 04:18:08,1572668288977,398432072.0,0.0166,Percentage,BTC/USDT
1782,Binance,BitCoin,9284.42,2019-11-02 04:17:53,1572668273021,398432072.0,0.0166,Percentage,BTC/USDT
1779,Binance,BitCoin,9284.42,2019-11-02 04:17:37,1572668257097,398432072.0,0.0166,Percentage,BTC/USDT
1776,Binance,BitCoin,9284.31,2019-11-02 04:17:21,1572668241218,398516893.0,0.0166,Percentage,BTC/USDT
1773,Binance,BitCoin,9284.31,2019-11-02 04:17:05,1572668225386,398516893.0,0.0166,Percentage,BTC/USDT
1770,Binance,BitCoin,9284.31,2019-11-02 04:16:49,1572668209446,398516893.0,0.0166,Percentage,BTC/USDT
1767,Binance,BitCoin,9284.31,2019-11-02 04:16:33,1572668193594,398516893.0,0.0166,Percentage,BTC/USDT
1764,Binance,BitCoin,9287.99,2019-11-02 04:16:17,1572668177724,398597817.0,0.0166,Percentage,BTC/USDT
1761,Binance,BitCoin,9287.99,2019-11-02 04:16:01,1572668161860,398597817.0,0.0166,Percentage,BTC/USDT
1758,Binance,BitCoin,9287.99,2019-11-02 04:15:46,1572668146005,398597817.0,0.0166,Percentage,BTC/USDT
1755,Binance,BitCoin,9287.99,2019-11-02 04:15:29,1572668129884,398597817.0,0.0166,Percentage,BTC/USDT
1752,Binance,BitCoin,9286.66,2019-11-02 04:15:14,1572668114026,398592987.0,0.0166,Percentage,BTC/USDT
1749,Binance,BitCoin,9286.66,2019-11-02 04:14:58,1572668098178,398592987.0,0.0166,Percentage,BTC/USDT
1746,Binance,BitCoin,9286.66,2019-11-02 04:14:42,1572668082237,398592987.0,0.0166,Percentage,BTC/USDT
1743,Binance,BitCoin,9293.15,2019-11-02 04:14:26,1572668066427,398713691.0,0.0166,Percentage,BTC/USDT
1740,Binance,BitCoin,9293.15,2019-11-02 04:14:10,1572668050583,398713691.0,0.0166,Percentage,BTC/USDT
1737,Binance,BitCoin,9293.15,2019-11-02 04:13:54,1572668034740,398713691.0,0.0166,Percentage,BTC/USDT
1734,Binance,BitCoin,9293.15,2019-11-02 04:13:38,1572668018775,398713691.0,0.0166,Percentage,BTC/USDT
1731,Binance,BitCoin,9293.15,2019-11-02 04:13:22,1572668002915,398713691.0,0.0166,Percentage,BTC/USDT
1728,Binance,BitCoin,9294.89,2019-11-02 04:13:07,1572667987042,398817326.0,0.0166,Percentage,BTC/USDT
1725,Binance,BitCoin,9294.89,2019-11-02 04:12:50,1572667970585,398817326.0,0.0166,Percentage,BTC/USDT
1722,Binance,BitCoin,9294.89,2019-11-02 04:12:34,1572667954526,398817326.0,0.0166,Percentage,BTC/USDT
1719,Binance,BitCoin,9294.89,2019-11-02 04:12:18,1572667938658,398817326.0,0.0166,Percentage,BTC/USDT
1716,Binance,BitCoin,9288.34,2019-11-02 04:12:01,1572667921822,398680936.0,0.0166,Percentage,BTC/USDT
1713,Binance,BitCoin,9288.34,2019-11-02 04:11:45,1572667905886,398680936.0,0.0166,Percentage,BTC/USDT
1710,Binance,BitCoin,9288.34,2019-11-02 04:11:29,1572667889951,398680936.0,0.0166,Percentage,BTC/USDT
1707,Binance,BitCoin,9288.34,2019-11-02 04:11:13,1572667873844,398680936.0,0.0166,Percentage,BTC/USDT
1704,Binance,BitCoin,9290.18,2019-11-02 04:10:56,1572667856780,398589820.0,0.0166,Percentage,BTC/USDT
1701,Binance,BitCoin,9290.18,2019-11-02 04:10:40,1572667840807,398589820.0,0.0166,Percentage,BTC/USDT
1698,Binance,BitCoin,9290.18,2019-11-02 04:10:24,1572667824814,398589820.0,0.0166,Percentage,BTC/USDT
1695,Binance,BitCoin,9283.46,2019-11-02 04:10:08,1572667808876,398370504.0,0.0166,Percentage,BTC/USDT
1692,Binance,BitCoin,9283.46,2019-11-02 04:09:52,1572667792994,398370504.0,0.0166,Percentage,BTC/USDT
1689,Binance,BitCoin,9283.46,2019-11-02 04:09:37,1572667777168,398370504.0,0.0166,Percentage,BTC/USDT
1686,Binance,BitCoin,9283.46,2019-11-02 04:09:20,1572667760329,398370504.0,0.0166,Percentage,BTC/USDT
1683,Binance,BitCoin,9297.37,2019-11-02 04:09:04,1572667744321,398594925.0,0.0166,Percentage,BTC/USDT
1680,Binance,BitCoin,9297.37,2019-11-02 04:08:48,1572667728429,398594925.0,0.0166,Percentage,BTC/USDT
1677,Binance,BitCoin,9297.37,2019-11-02 04:08:32,1572667712583,398594925.0,0.0166,Percentage,BTC/USDT
1674,Binance,BitCoin,9297.37,2019-11-02 04:08:16,1572667696565,398594925.0,0.0166,Percentage,BTC/USDT
1671,Binance,BitCoin,9290.82,2019-11-02 04:08:00,1572667680682,398470011.0,0.0166,Percentage,BTC/USDT
1668,Binance,BitCoin,9290.82,2019-11-02 04:07:44,1572667664787,398470011.0,0.0166,Percentage,BTC/USDT
1665,Binance,BitCoin,9290.82,2019-11-02 04:07:28,1572667648941,398470011.0,0.0166,Percentage,BTC/USDT
1662,Binance,BitCoin,9290.82,2019-11-02 04:07:13,1572667633049,398470011.0,0.0166,Percentage,BTC/USDT
1659,Binance,BitCoin,9286.35,2019-11-02 04:06:57,1572667617172,398383484.0,0.0166,Percentage,BTC/USDT
1656,Binance,BitCoin,9286.35,2019-11-02 04:06:41,1572667601295,398383484.0,0.0166,Percentage,BTC/USDT
1653,Binance,BitCoin,9286.35,2019-11-02 04:06:25,1572667585408,398383484.0,0.0166,Percentage,BTC/USDT
1650,Binance,BitCoin,9286.35,2019-11-02 04:06:09,1572667569591,398383484.0,0.0166,Percentage,BTC/USDT
1647,Binance,BitCoin,9290.36,2019-11-02 04:05:53,1572667553755,398293186.0,0.0166,Percentage,BTC/USDT
1644,Binance,BitCoin,9290.36,2019-11-02 04:05:37,1572667537847,398293186.0,0.0166,Percentage,BTC/USDT
1641,Binance,BitCoin,9290.36,2019-11-02 04:05:22,1572667522031,398293186.0,0.0166,Percentage,BTC/USDT
1638,Binance,BitCoin,9290.36,2019-11-02 04:05:06,1572667506016,398293186.0,0.0166,Percentage,BTC/USDT
1635,Binance,BitCoin,9289.54,2019-11-02 04:04:50,1572667490129,398598346.0,0.0166,Percentage,BTC/USDT
1632,Binance,BitCoin,9289.54,2019-11-02 04:04:34,1572667474228,398598346.0,0.0166,Percentage,BTC/USDT
1629,Binance,BitCoin,9289.54,2019-11-02 04:04:18,1572667458412,398598346.0,0.0166,Percentage,BTC/USDT
1626,Binance,BitCoin,9289.54,2019-11-02 04:04:02,1572667442290,398598346.0,0.0166,Percentage,BTC/USDT
1623,Binance,BitCoin,9295.08,2019-11-02 04:03:46,1572667426383,398867122.0,0.0166,Percentage,BTC/USDT
1620,Binance,BitCoin,9295.08,2019-11-02 04:03:30,1572667410509,398867122.0,0.0166,Percentage,BTC/USDT
1617,Binance,BitCoin,9295.08,2019-11-02 04:03:14,1572667394691,398867122.0,0.0166,Percentage,BTC/USDT
1614,Binance,BitCoin,9295.08,2019-11-02 04:02:58,1572667378793,398867122.0,0.0166,Percentage,BTC/USDT
1611,Binance,BitCoin,9291.87,2019-11-02 04:02:42,1572667362912,398918320.0,0.0,Spot,BTC/USDT
1608,Binance,BitCoin,9291.87,2019-11-02 04:02:26,1572667346920,398918320.0,0.0166,Percentage,BTC/USDT
1605,Binance,BitCoin,9291.87,2019-11-02 04:02:11,1572667331066,398918320.0,0.0166,Percentage,BTC/USDT
1602,Binance,BitCoin,9291.87,2019-11-02 04:01:55,1572667315187,398918320.0,0.0166,Percentage,BTC/USDT
1599,Binance,BitCoin,9288.08,2019-11-02 04:01:39,1572667299330,398989620.0,0.0166,Percentage,BTC/USDT
1596,Binance,BitCoin,9288.08,2019-11-02 04:01:23,1572667283436,398989620.0,0.0166,Percentage,BTC/USDT
1593,Binance,BitCoin,9288.08,2019-11-02 04:01:07,1572667267570,398989620.0,0.0166,Percentage,BTC/USDT
1590,Binance,BitCoin,9288.08,2019-11-02 04:00:51,1572667251637,398989620.0,0.0166,Percentage,BTC/USDT
1587,Binance,BitCoin,9294.79,2019-11-02 04:00:35,1572667235781,399199442.0,0.0165,Percentage,BTC/USDT
1584,Binance,BitCoin,9294.79,2019-11-02 04:00:19,1572667219933,399199442.0,0.0165,Percentage,BTC/USDT
1581,Binance,BitCoin,9294.79,2019-11-02 04:00:04,1572667204112,399199442.0,0.0165,Percentage,BTC/USDT
1578,Binance,BitCoin,9294.79,2019-11-02 03:59:48,1572667188285,399199442.0,0.0165,Percentage,BTC/USDT
1575,Binance,BitCoin,9294.36,2019-11-02 03:59:32,1572667172398,399224815.0,0.0165,Percentage,BTC/USDT
1572,Binance,BitCoin,9294.36,2019-11-02 03:59:16,1572667156538,399224815.0,0.0165,Percentage,BTC/USDT
1569,Binance,BitCoin,9294.36,2019-11-02 03:59:00,1572667140728,399224815.0,0.0165,Percentage,BTC/USDT
1566,Binance,BitCoin,9294.36,2019-11-02 03:58:44,1572667124863,399224815.0,0.0165,Percentage,BTC/USDT
1563,Binance,BitCoin,9297.4,2019-11-02 03:58:27,1572667107954,399308910.0,0.0165,Percentage,BTC/USDT
1560,Binance,BitCoin,9297.4,2019-11-02 03:58:12,1572667092042,399308910.0,0.0165,Percentage,BTC/USDT
1557,Binance,BitCoin,9297.4,2019-11-02 03:57:56,1572667076210,399308910.0,0.0165,Percentage,BTC/USDT
1554,Binance,BitCoin,9293.63,2019-11-02 03:57:40,1572667060034,399307898.0,0.0165,Percentage,BTC/USDT
1551,Binance,BitCoin,9293.63,2019-11-02 03:57:24,1572667044115,399307898.0,0.0165,Percentage,BTC/USDT
1548,Binance,BitCoin,9293.63,2019-11-02 03:57:07,1572667027867,399307898.0,0.0165,Percentage,BTC/USDT
1545,Binance,BitCoin,9293.63,2019-11-02 03:56:52,1572667012030,399307898.0,0.0165,Percentage,BTC/USDT
1542,Binance,BitCoin,9291.38,2019-11-02 03:56:36,1572666996128,399410421.0,0.0165,Percentage,BTC/USDT
1539,Binance,BitCoin,9291.38,2019-11-02 03:56:20,1572666980296,399410421.0,0.0165,Percentage,BTC/USDT
1536,Binance,BitCoin,9291.38,2019-11-02 03:56:04,1572666964411,399410421.0,0.0165,Percentage,BTC/USDT
1533,Binance,BitCoin,9291.38,2019-11-02 03:55:48,1572666948597,399410421.0,0.0165,Percentage,BTC/USDT
1530,Binance,BitCoin,9297.63,2019-11-02 03:55:32,1572666932658,399689788.0,0.0165,Percentage,BTC/USDT
1527,Binance,BitCoin,9297.63,2019-11-02 03:55:16,1572666916726,399689788.0,0.0165,Percentage,BTC/USDT
1524,Binance,BitCoin,9297.63,2019-11-02 03:55:00,1572666900303,399689788.0,0.0165,Percentage,BTC/USDT
1521,Binance,BitCoin,9297.63,2019-11-02 03:54:44,1572666884483,399689788.0,0.0165,Percentage,BTC/USDT
1518,Binance,BitCoin,9296.18,2019-11-02 03:54:28,1572666868585,399829922.0,0.0165,Percentage,BTC/USDT
1515,Binance,BitCoin,9296.18,2019-11-02 03:54:12,1572666852711,399829922.0,0.0165,Percentage,BTC/USDT
1512,Binance,BitCoin,9296.18,2019-11-02 03:53:56,1572666836789,399829922.0,0.0165,Percentage,BTC/USDT
1509,Binance,BitCoin,9296.18,2019-11-02 03:53:40,1572666820944,399829922.0,0.0165,Percentage,BTC/USDT
1506,Binance,BitCoin,9284.17,2019-11-02 03:53:24,1572666804704,399731922.0,0.0166,Percentage,BTC/USDT
1503,Binance,BitCoin,9284.17,2019-11-02 03:53:08,1572666788839,399731922.0,0.0166,Percentage,BTC/USDT
1500,Binance,BitCoin,9284.17,2019-11-02 03:52:52,1572666772971,399731922.0,0.0166,Percentage,BTC/USDT
1497,Binance,BitCoin,9284.17,2019-11-02 03:52:37,1572666757163,399731922.0,0.0166,Percentage,BTC/USDT
1494,Binance,BitCoin,9289.11,2019-11-02 03:52:21,1572666741054,399775913.0,0.0166,Percentage,BTC/USDT
1491,Binance,BitCoin,9289.11,2019-11-02 03:52:05,1572666725084,399775913.0,0.0166,Percentage,BTC/USDT
1488,Binance,BitCoin,9289.11,2019-11-02 03:51:49,1572666709221,399775913.0,0.0166,Percentage,BTC/USDT
1485,Binance,BitCoin,9289.11,2019-11-02 03:51:33,1572666693016,399775913.0,0.0166,Percentage,BTC/USDT
1482,Binance,BitCoin,9289.62,2019-11-02 03:51:16,1572666676830,399853002.0,0.0166,Percentage,BTC/USDT
1479,Binance,BitCoin,9289.62,2019-11-02 03:51:00,1572666660818,399853002.0,0.0166,Percentage,BTC/USDT
1476,Binance,BitCoin,9289.62,2019-11-02 03:50:44,1572666644548,399853002.0,0.0166,Percentage,BTC/USDT
1473,Binance,BitCoin,9289.62,2019-11-02 03:50:28,1572666628702,399853002.0,0.0166,Percentage,BTC/USDT
1470,Binance,BitCoin,9296.43,2019-11-02 03:50:12,1572666612376,400101962.0,0.0166,Percentage,BTC/USDT
1467,Binance,BitCoin,9296.43,2019-11-02 03:49:56,1572666596504,400101962.0,0.0166,Percentage,BTC/USDT
1464,Binance,BitCoin,9296.43,2019-11-02 03:49:40,1572666580598,400101962.0,0.0166,Percentage,BTC/USDT
1462,Binance,BitCoin,9296.43,2019-11-02 03:49:24,1572666564725,400101962.0,0.0166,Percentage,BTC/USDT
1459,Binance,BitCoin,9292.73,2019-11-02 03:49:08,1572666548461,400242229.0,0.0166,Percentage,BTC/USDT
1456,Binance,BitCoin,9292.73,2019-11-02 03:48:52,1572666532240,400242229.0,0.0166,Percentage,BTC/USDT
1453,Binance,BitCoin,9292.73,2019-11-02 03:48:36,1572666516342,400242229.0,0.0166,Percentage,BTC/USDT
1450,Binance,BitCoin,9292.73,2019-11-02 03:48:20,1572666500537,400242229.0,0.0166,Percentage,BTC/USDT
1447,Binance,BitCoin,9292.77,2019-11-02 03:48:04,1572666484169,400208333.0,0.0166,Percentage,BTC/USDT
1444,Binance,BitCoin,9292.77,2019-11-02 03:47:48,1572666468192,400208333.0,0.0166,Percentage,BTC/USDT
1441,Binance,BitCoin,9292.77,2019-11-02 03:47:30,1572666450351,400208333.0,0.0166,Percentage,BTC/USDT
1438,Binance,BitCoin,9292.77,2019-11-02 03:47:14,1572666434273,400208333.0,0.0166,Percentage,BTC/USDT
1435,Binance,BitCoin,9286.82,2019-11-02 03:46:57,1572666417369,400342538.0,0.0166,Percentage,BTC/USDT
1432,Binance,BitCoin,9286.82,2019-11-02 03:46:41,1572666401496,400342538.0,0.0166,Percentage,BTC/USDT
1429,Binance,BitCoin,9286.82,2019-11-02 03:46:25,1572666385583,400342538.0,0.0166,Percentage,BTC/USDT
1426,Binance,BitCoin,9288.76,2019-11-02 03:46:09,1572666369705,400289956.0,0.0166,Percentage,BTC/USDT
1423,Binance,BitCoin,9288.76,2019-11-02 03:45:53,1572666353859,400289956.0,0.0166,Percentage,BTC/USDT
1420,Binance,BitCoin,9288.76,2019-11-02 03:45:37,1572666337985,400289956.0,0.0166,Percentage,BTC/USDT
1417,Binance,BitCoin,9288.76,2019-11-02 03:45:22,1572666322139,400289956.0,0.0166,Percentage,BTC/USDT
1414,Binance,BitCoin,9294.17,2019-11-02 03:45:06,1572666306283,400470037.0,0.0166,Percentage,BTC/USDT
1411,Binance,BitCoin,9294.17,2019-11-02 03:44:50,1572666290399,400470037.0,0.0166,Percentage,BTC/USDT
1408,Binance,BitCoin,9294.17,2019-11-02 03:44:34,1572666274532,400470037.0,0.0166,Percentage,BTC/USDT
1405,Binance,BitCoin,9294.17,2019-11-02 03:44:18,1572666258369,400470037.0,0.0166,Percentage,BTC/USDT
1402,Binance,BitCoin,9293.33,2019-11-02 03:44:02,1572666242529,400398564.0,0.0166,Percentage,BTC/USDT
1399,Binance,BitCoin,9293.33,2019-11-02 03:43:46,1572666226638,400398564.0,0.0166,Percentage,BTC/USDT
1396,Binance,BitCoin,9293.33,2019-11-02 03:43:29,1572666209767,400398564.0,0.0166,Percentage,BTC/USDT
1393,Binance,BitCoin,9293.33,2019-11-02 03:43:13,1572666193856,400398564.0,0.0166,Percentage,BTC/USDT
1390,Binance,BitCoin,9290.7,2019-11-02 03:42:58,1572666178024,400177127.0,0.0166,Percentage,BTC/USDT
1387,Binance,BitCoin,9290.7,2019-11-02 03:42:42,1572666162104,400177127.0,0.0,Spot,BTC/USDT
1384,Binance,BitCoin,9290.7,2019-11-02 03:42:26,1572666146188,400177127.0,0.0166,Percentage,BTC/USDT
1381,Binance,BitCoin,9290.7,2019-11-02 03:42:10,1572666130237,400177127.0,0.0166,Percentage,BTC/USDT
1378,Binance,BitCoin,9298.18,2019-11-02 03:41:54,1572666114434,400116348.0,0.0166,Percentage,BTC/USDT
1375,Binance,BitCoin,9298.18,2019-11-02 03:41:38,1572666098455,400116348.0,0.0166,Percentage,BTC/USDT
1372,Binance,BitCoin,9298.18,2019-11-02 03:41:22,1572666082284,400116348.0,0.0166,Percentage,BTC/USDT
1369,Binance,BitCoin,9298.18,2019-11-02 03:41:06,1572666066402,400116348.0,0.0166,Percentage,BTC/USDT
1366,Binance,BitCoin,9293.71,2019-11-02 03:40:50,1572666050591,400151086.0,0.0166,Percentage,BTC/USDT
1363,Binance,BitCoin,9293.71,2019-11-02 03:40:34,1572666034410,400151086.0,0.0166,Percentage,BTC/USDT
1360,Binance,BitCoin,9293.71,2019-11-02 03:40:18,1572666018559,400151086.0,0.0166,Percentage,BTC/USDT
1357,Binance,BitCoin,9293.71,2019-11-02 03:40:02,1572666002541,400151086.0,0.0166,Percentage,BTC/USDT
1354,Binance,BitCoin,9294.8,2019-11-02 03:39:46,1572665986659,400223665.0,0.0166,Percentage,BTC/USDT
1351,Binance,BitCoin,9294.8,2019-11-02 03:39:30,1572665970777,400223665.0,0.0166,Percentage,BTC/USDT
1348,Binance,BitCoin,9294.8,2019-11-02 03:39:14,1572665954907,400223665.0,0.0166,Percentage,BTC/USDT
1345,Binance,BitCoin,9294.8,2019-11-02 03:38:58,1572665938637,400223665.0,0.0,Spot,BTC/USDT
1342,Binance,BitCoin,9293.84,2019-11-02 03:38:42,1572665922803,399741587.0,0.0166,Percentage,BTC/USDT
1339,Binance,BitCoin,9293.84,2019-11-02 03:38:26,1572665906845,399741587.0,0.0166,Percentage,BTC/USDT
1336,Binance,BitCoin,9293.84,2019-11-02 03:38:10,1572665890961,399741587.0,0.0166,Percentage,BTC/USDT
1333,Binance,BitCoin,9293.84,2019-11-02 03:37:54,1572665874917,399741587.0,0.0166,Percentage,BTC/USDT
1330,Binance,BitCoin,9299.43,2019-11-02 03:37:38,1572665858832,399112524.0,0.0165,Percentage,BTC/USDT
1327,Binance,BitCoin,9299.43,2019-11-02 03:37:21,1572665841968,399112524.0,0.0165,Percentage,BTC/USDT
1324,Binance,BitCoin,9299.43,2019-11-02 03:37:05,1572665825481,399112524.0,0.0165,Percentage,BTC/USDT
1321,Binance,BitCoin,9299.43,2019-11-02 03:36:49,1572665809624,399112524.0,0.0165,Percentage,BTC/USDT
1318,Binance,BitCoin,9297.39,2019-11-02 03:36:32,1572665792571,398835939.0,0.0165,Percentage,BTC/USDT
1315,Binance,BitCoin,9297.39,2019-11-02 03:36:16,1572665776691,398835939.0,0.0165,Percentage,BTC/USDT
1312,Binance,BitCoin,9297.39,2019-11-02 03:36:00,1572665760818,398835939.0,0.0165,Percentage,BTC/USDT
1309,Binance,BitCoin,9297.39,2019-11-02 03:35:44,1572665744896,398835939.0,0.0,Spot,BTC/USDT
1306,Binance,BitCoin,9299.32,2019-11-02 03:35:28,1572665728123,398701549.0,0.0165,Percentage,BTC/USDT
1303,Binance,BitCoin,9299.32,2019-11-02 03:35:12,1572665712150,398701549.0,0.0165,Percentage,BTC/USDT
1300,Binance,BitCoin,9299.32,2019-11-02 03:34:55,1572665695918,398701549.0,0.0,Spot,BTC/USDT
1297,Binance,BitCoin,9299.32,2019-11-02 03:34:40,1572665680022,398701549.0,0.0165,Percentage,BTC/USDT
1294,Binance,BitCoin,9299.16,2019-11-02 03:34:22,1572665662992,399460434.0,0.0165,Percentage,BTC/USDT
1291,Binance,BitCoin,9299.16,2019-11-02 03:34:06,1572665646746,399460434.0,0.0165,Percentage,BTC/USDT
1288,Binance,BitCoin,9299.16,2019-11-02 03:33:49,1572665629869,399460434.0,0.0165,Percentage,BTC/USDT
1285,Binance,BitCoin,9296.31,2019-11-02 03:33:34,1572665614015,399538776.0,0.0166,Percentage,BTC/USDT
1282,Binance,BitCoin,9296.31,2019-11-02 03:33:18,1572665598100,399538776.0,0.0166,Percentage,BTC/USDT
1279,Binance,BitCoin,9296.31,2019-11-02 03:33:01,1572665581859,399538776.0,0.0166,Percentage,BTC/USDT
1276,Binance,BitCoin,9296.31,2019-11-02 03:32:45,1572665565897,399538776.0,0.0166,Percentage,BTC/USDT
